lwage,yrs_school,ttl_exp,black
1.493465,11,3.51282,1
1.484382,9,15.03846,1
2.371041,8,16.16667,1
1.607826,12,16.02564,1
1.729187,12,18.07051,1
1.848873,13,18.38461,1
1.287354,14,20.38461,1
1.993746,12,18.94872,0
2.047121,16,14.59615,1
2.320934,11,13.98077,1
.7387879,16,3.846154,0
1.923343,11,11.98718,1
1.919034,15,6.179487,1
1.208792,12,7.666667,0
1.479245,12,14.26282,1
1.625412,14,11.17949,1
1.370469,16,20.78205,0
1.460373,12,12.0641,1
1.337202,9,5.282051,1
1.615858,12,19.07692,1
1.392715,12,17.98077,1
1.105033,12,9,0
2.154455,14,4.608974,0
1.435774,18,18.91667,0
2.085862,12,9.525641,0
1.95085,13,13.67949,0
1.729187,9,13,0
2.147897,16,13.51923,0
3.225296,12,19.01923,0
1.029977,11,3.160256,0
1.622238,6,20.19231,0
1.952331,10,11.95513,0
1.207312,12,6.756411,0
.8445333,11,4.589744,0
3.693819,18,15.23077,0
1.980502,10,3.884615,0
1.850139,14,13.3718,0
2.730344,17,14.5,1
2.57137,14,18.44872,1
1.810108,12,12.94231,0
1.392715,12,6.070513,0
1.351181,18,12,0
2.516345,16,13.15385,0
2.160969,16,12.05769,0
1.362255,12,10.83974,0
2.547707,12,14.8782,0
1.13112,11,5.173077,0
1.653539,11,21.69231,0
2.345916,18,16.71154,0
2.217767,18,19.91667,0
2.047121,12,12.58974,0
2.727716,16,15.32051,0
1.969328,16,16.44231,0
1.717692,12,13.61539,0
2.268184,12,14.09615,0
2.348226,12,11.23077,0
2.309006,17,12.28205,0
2.074801,17,7.538462,0
2.922677,14,11.59615,0
1.535949,15,18.83974,0
2.26735,8,12.24359,0
2.181172,14,12.86538,0
1.313671,14,8.320513,1
1.79818,13,11.92308,0
1.940836,12,16.57692,0
2.390401,14,7.25,1
2.006819,12,13.78846,1
2.207194,16,17.63461,1
1.838682,12,17.33333,0
1.968204,12,16.60897,1
1.378615,13,5.153846,0
2.085862,12,19.25,0
2.006819,15,16.26282,0
2.442137,15,12.46154,0
1.79818,12,20.60898,0
2.845265,16,18.75641,0
1.309333,9,12.9359,1
.9680666,12,4.615385,0
1.169571,12,6.384615,0
1.467822,13,9.557693,0
1.984935,12,11.57692,0
1.207312,17,14.61538,0
1.639575,12,7.435897,0
3.693819,11,5.320513,0
2.491327,13,21.79487,1
1.719136,12,13.84615,0
2.018242,13,15.67308,0
1.552673,12,7.807693,0
2.391875,12,14.86539,0
2.159112,12,16.5,0
2.455354,12,14.32692,0
2.324879,14,19.26923,0
2.134652,15,19.83333,0
1.102363,16,5.038462,0
1.638164,13,14.90385,0
1.824497,12,6.173077,0
2.412283,18,20.32051,0
2.134652,13,5.269231,0
2.607724,14,12.13462,0
2.451893,13,14.57692,1
2.871588,14,18.21154,0
1.862719,12,9.006411,0
.961932,4,8.608974,0
1.07378,13,15.51282,0
1.729187,12,10.33333,0
2.218913,18,18.1218,0
2.42162,15,10.75,0
2.585448,15,20.21154,0
2.124121,16,18.55769,1
1.574325,13,17.92308,0
2.053338,18,10.75,0
2.577504,10,13.55128,0
1.862007,12,8.25,0
1.976261,12,9.256411,0
1.829678,16,9.019231,0
1.911508,14,17.88461,0
2.181172,14,13.34615,0
2.209848,15,17.41026,0
2.688537,12,21.66667,0
2.076821,13,17.86539,0
2.142242,12,10.11539,0
2.922243,12,15.66667,0
2.247322,11,13.98077,0
2.491327,13,25.98718,0
1.541135,12,13.41026,0
2.460075,18,14.78846,0
1.905538,12,13.09615,0
2.106645,12,13.05769,0
1.764279,11,10.35897,0
2.023986,17,16.71154,0
2.508512,16,12.83974,0
2.203645,15,19.5,0
2.348226,12,7.711538,0
2.702128,18,10.19231,0
1.507827,13,7.532052,0
1.940836,18,12.60256,0
2.661913,17,14.61539,0
1.430455,5,9.442308,0
2.186612,18,14.69231,0
2.553989,12,13.25,0
2.012215,16,2.121795,0
2.309006,14,15.72436,0
2.071763,12,14.39103,1
2.229096,15,20.83333,0
2.090849,15,18.07692,0
2.186612,15,14.86539,0
2.160041,14,2.057692,0
2.81675,16,8.769231,0
1.697254,11,12.59615,0
1.655079,13,4.230769,0
2.085862,12,15.25,0
3.337625,14,15.30769,0
1.653539,16,14.5641,0
1.330839,12,5.929487,0
1.144253,13,15.32692,0
2.181172,12,17.01923,0
1.659978,12,15.3141,0
1.575037,12,9.288462,0
1.287354,12,5.230769,0
2.540118,12,16.79487,0
2.452586,13,16.04487,0
1.536585,10,14.90385,0
1.653599,12,7.134615,0
2.259815,16,6.346154,0
2.834917,18,9.557693,0
3.470675,14,11.96795,0
1.169571,12,11,0
1.644251,12,13.50641,0
1.154457,11,4.025641,0
1.392715,10,5.115385,0
1.940836,11,10.52564,0
2.178441,12,14.82692,0
2.278134,12,8.557693,0
2.006819,15,12.74359,0
2.334283,14,15,0
1.574325,16,13.33333,0
2.547707,17,13.19231,0
2.261495,16,14.09615,0
2.049198,13,21.21795,0
3.250574,18,14.05769,0
1.169571,12,8.839744,0
2.278134,16,18.44231,0
1.536585,14,13.07692,0
1.441505,12,8.147436,0
2.197403,14,12.61539,0
2.006819,13,13.19231,0
2.367275,18,12.75,0
2.739748,18,14.82692,0
2.039818,12,9.538462,0
1.230196,16,4.570513,0
2.309006,12,17.28846,0
1.467822,14,9.75,0
1.612777,12,13.33333,0
1.691337,11,11.41667,0
1.760132,12,12.32051,0
2.334283,16,8.461538,0
2.445632,14,16.32692,0
2.451893,17,14.21154,0
1.768408,12,7.807693,0
1.929208,14,19.39103,0
2.123602,12,18.51923,0
2.229096,12,7.153847,0
2.320143,15,15.22436,0
2.399211,12,9.166667,0
3.062683,12,5.5,0
2.0079,11,7.878205,1
1.923343,12,13.07692,0
1.90793,10,13,0
2.367275,12,16.09616,0
3.250574,15,17.11539,0
2.553363,16,15.75,0
1.892277,16,13.11539,0
1.255871,14,10.65385,0
1.574325,14,12.53846,0
1.642695,14,7.557692,0
2.355125,18,16.69231,0
1.206385,14,3.76282,0
2.622939,13,17.14744,0
2.329592,14,10.78205,0
2.005736,14,13.26923,0
3.020169,12,16.05769,1
1.468965,11,6.467949,0
1.837401,12,13.17308,0
2.324091,12,21.16667,0
1.968204,11,9.294872,0
1.313671,12,19.67949,0
1.253453,12,4.423077,0
3.693819,12,8.576923,0
1.878838,12,11.59615,0
2.606439,18,14.5641,0
2.962996,16,11.54487,0
1.872668,14,11.46154,0
2.055403,11,13.96795,0
2.278134,16,8.884616,0
1.941991,12,20.04487,0
.9922369,12,11.28846,0
2.517644,13,28.88461,0
1.856449,13,7.621795,0
2.411562,12,11.84615,0
1.07378,12,10.90385,0
1.941991,12,12.84615,0
1.574325,12,14.78846,0
1.799512,12,13.44231,0
1.707525,12,11.67308,0
1.614257,10,10.59615,0
1.563301,12,18.75,0
1.093583,12,4.057693,0
1.791491,10,6.519231,0
1.351181,16,15.41026,0
1.796846,14,13.62821,0
1.313441,10,13.05769,0
2.962996,18,14.08333,0
1.591566,12,7.99359,0
2.269849,14,16.67308,0
1.872668,12,16.54487,0
2.412283,12,18.70513,0
2.047121,12,10.46795,0
1.941991,13,8.865385,0
2.389663,15,15.98077,0
2.200974,18,20.41667,0
2.085862,16,13.57692,0
1.911508,11,9.416667,0
1.392715,14,7.756411,0
2.047121,17,7.961538,0
2.186612,14,16.64744,0
2.176616,15,14.19872,1
2.181172,13,16.71154,0
1.857706,12,8.160256,0
1.933651,12,3.083333,0
2.189321,12,9.269231,0
2.146957,14,4.064102,0
1.915073,12,5.5,0
1.351181,16,4.653846,0
1.655079,12,9.365385,0
1.655079,12,9.519231,0
2.071763,12,13.91667,0
2.111529,18,14.91667,0
1.729187,13,8.115385,0
2.269849,12,22.19872,0
2.172039,12,14.82051,0
1.895909,12,11.61538,0
1.800202,12,16.13461,1
2.516995,16,17.71154,0
1.325095,12,2.788461,0
2.108601,12,18.19231,0
1.872668,12,12.71154,0
1.89349,12,8.269231,0
3.656079,18,12.90385,0
.5911255,14,2.480769,0
2.526694,14,17.51282,0
3.117265,17,12.90385,0
1.711895,12,12.76282,0
2.501937,17,15.59615,0
2.348226,17,12.01923,1
2.491327,11,12.33333,0
2.400673,12,15.42308,0
1.337202,10,13.11539,0
1.575037,12,7.403847,0
1.83592,13,5.602564,0
1.479245,12,1.602564,0
1.84379,11,11.96154,0
1.169571,12,4.692308,0
1.762898,14,9.442307,0
1.900459,12,17.78846,0
1.615858,11,8.134616,0
2.03877,13,3.269231,0
1.676389,12,18.21154,0
2.655145,12,16.86539,0
1.612653,10,7.442307,0
.9945068,13,16.10256,0
.8445333,14,5.871795,0
2.516345,12,17.71795,0
2.095812,13,20.07051,0
1.984935,10,16.5,0
1.248844,12,15.25,0
1.729187,16,4.358974,0
2.547707,15,13.64744,0
1.872668,17,10.71795,0
2.281429,18,9.576923,0
1.430455,10,4.269231,0
2.229096,13,7.615385,0
2.48195,17,18.32692,0
.9922369,7,21.10256,0
1.156018,17,9.858974,0
1.689852,13,8.365385,0
3.576036,14,16.01282,0
2.422334,17,15.19231,0
1.351181,16,7.826923,0
1.839962,13,10.21795,0
.6793646,12,18.05769,0
1.823198,12,5.083333,0
1.799512,16,11.35898,0
2.566435,18,18.83333,0
1.441505,11,2.288461,0
1.207312,12,2.833333,0
1.431935,14,9.615385,0
1.365917,9,10.29487,0
1.392715,13,2.801282,0
1.852668,12,12.09615,0
1.989351,12,12.21154,0
2.264845,13,13.98077,0
2.348226,15,18.84615,0
2.324879,17,3.826923,0
2.191122,12,14.88461,0
1.02576,16,11.82692,0
2.309006,12,14.19231,0
1.799512,13,7.596154,0
1.615858,9,13.75,0
2.236865,12,12.22436,0
1.554833,14,6.269231,0
1.878838,12,6.698718,0
2.404316,15,13.80128,0
1.883746,10,17.75,0
1.79818,11,7.314103,0
1.42033,12,.1153846,0
1.325095,9,14.98077,1
2.085862,16,17.19872,1
1.347717,10,4.032051,1
1.392715,8,9.346154,0
1.449095,12,12.82051,1
1.287354,12,16.20513,1
1.615858,13,13.83974,1
1.862719,10,18.76282,1
2.324879,12,18.53846,0
1.575037,12,18.16667,1
1.639575,11,8.455129,1
2.180263,16,12.80128,1
1.239563,12,8.72436,1
.9588503,12,8.083333,0
1.437688,12,7.570513,1
1.758746,12,14.51923,1
1.823198,18,10.5,0
1.89349,13,14.55769,1
1.408588,10,10.47436,1
2.068715,14,11.99359,1
1.836118,13,9.294872,1
1.311504,16,9.576923,0
1.246532,12,10.58974,0
1.01494,12,3.737179,0
1.556533,11,10.33333,1
.4653741,10,9.461538,1
1.207312,12,7.589744,1
1.655079,12,17.42308,1
1.823198,15,16.96795,1
1.711895,11,7.403846,1
1.734885,9,14.94231,1
1.215977,10,20.83974,1
2.69127,16,14.88462,1
1.149368,4,8.051281,1
2.192921,12,14.17308,1
2.334283,18,16.58333,1
2.354361,16,13.53846,0
1.973812,12,17.27564,0
1.313671,12,12.48718,0
3.656079,16,14.32692,1
2.520238,12,19.61539,0
2.400673,14,19.30128,0
2.085862,12,20.36539,0
1.923343,9,15.21154,0
2.229096,17,12.01282,0
.8375887,14,11.98077,0
1.601354,12,8.173077,0
1.941991,12,14.21154,0
2.085862,12,8.974359,0
1.511386,12,13.42949,0
2.278134,16,17.92308,0
2.142242,15,12.10897,0
1.744779,9,17.42308,1
1.711895,14,15.79487,1
.9922369,10,9.833334,1
2.125834,12,21.07051,1
1.399996,11,12.4359,1
1.708984,14,13.86539,1
1.253453,15,15.28846,0
.7948779,12,11.55128,0
.6995677,12,4.442308,0
1.232004,18,16.07051,0
1.207312,7,5.788462,0
1.207312,11,15.05769,1
2.067032,14,9.673077,0
1.441505,12,10,0
.5942073,8,16.99359,1
1.593203,12,21,0
1.615858,12,10.91026,0
1.13135,12,13.90385,0
1.029977,12,11.57692,1
1.43001,12,8.532051,1
1.994842,11,14.53846,1
2.066679,18,17.3718,0
1.653599,12,15.52564,0
1.021651,12,10.87179,0
2.86885,12,8.692307,0
1.239563,6,6.403846,1
1.113001,7,7.5,1
1.105033,9,5.865385,1
.9922369,8,3.615385,1
.3313982,12,12.25,0
2.00248,12,16.42308,1
1.075261,12,7.788461,0
1.392715,7,17.99359,1
1.511386,12,14.23077,1
1.754329,12,3.288461,1
1.128749,12,15.38461,1
2.034569,13,8.423077,1
.9922369,7,22.89103,1
.586485,12,15.24359,1
1.03604,12,11.94231,1
1.83592,14,11.52564,0
1.392715,15,10.15385,1
2.012215,17,18.01923,0
1.196699,11,6.057693,0
.7193701,7,3.166667,0
1.392715,14,13.42308,1
2.503914,13,13.23077,1
1.923343,12,14.85897,0
3.225296,15,21.77564,0
1.394713,12,8.698718,0
1.806148,12,11.35897,0
1.467822,12,15.90385,0
1.615858,13,6.211538,0
1.169571,12,6.173077,1
2.675314,12,12.20513,0
.9922369,10,4.903846,0
1.211193,13,16.5,1
1.848873,14,16.01923,1
2.034569,12,12.03846,0
1.79818,6,12.41026,0
1.06421,12,6.25,1
2.229096,12,12.23718,0
1.029977,12,7.365385,0
1.711895,12,15.5641,1
2.047121,12,18.17949,1
2.283072,17,17.63461,0
1.382664,9,4.365385,1
1.07378,0,5.461538,0
1.872668,13,11.75,0
1.574325,12,15.24359,0
2.606439,12,13.55769,0
.9996723,16,7.403846,0
2.164424,11,16.24359,1
1.757358,11,14.73077,1
1.79818,11,14.89744,1
1.030309,9,10.42308,1
2.407714,15,15.57692,0
1.09161,10,1.794872,0
2.714471,18,19.67308,0
1.532477,12,15.48077,0
2.64833,17,12.03205,0
2.164673,12,19.42307,0
1.392715,13,10.62821,0
1.207312,12,14.73077,0
1.872668,11,12.01282,0
1.633305,12,11.73077,0
2.451893,18,14.59615,1
1.796846,13,18.78205,1
1.828386,12,14.86538,0
1.615858,9,8.038462,0
1.354263,16,10.25,0
1.362255,12,13.55769,0
1.729187,12,13.88461,0
2.817749,17,17.75,1
1.325095,12,9.685898,1
2.417321,12,9.442307,0
2.280606,14,8.141026,0
2.392611,12,11.69231,0
2.298551,13,18.91667,1
1.480726,10,5.423077,0
1.46224,11,9.903846,0
3.35506,18,15.23077,0
2.218003,18,12.39744,0
1.430455,8,11.34615,1
1.471277,16,16.39103,1
1.615858,12,10.19231,1
2.191122,11,15.25,1
1.710441,12,6.012821,1
.9872494,12,5.326923,0
2.022625,12,14.92949,1
1.729187,12,10.38461,1
1.554833,12,14.04487,1
1.836118,12,17.96795,1
1.175563,10,13.15385,1
2.071763,16,13.30769,1
1.402665,13,14.80769,1
2.309006,15,15.08333,1
2.047121,18,14.73718,1
1.488025,10,16.42308,0
1.588281,7,8.269231,1
1.207312,14,4.75,1
1.029977,11,4.423077,1
.6587456,13,9.634616,1
1.078004,12,14.38462,1
.6860148,12,6.794872,1
1.952331,12,15.44872,1
3.693819,16,15.22436,1
1.430455,11,11.60256,1
.2961002,8,7.25,1
1.298404,12,19.83333,1
2.673649,16,9.858974,1
1.08074,10,3.076923,1
1.863967,16,12.44231,0
1.253453,12,18.64744,0
1.90314,12,8.576923,1
1.963694,10,4.653846,1
1.404643,14,12.32692,1
1.478892,12,19.03846,1
1.823198,16,14.34615,1
1.06421,12,12.4359,1
1.715598,12,15.33333,1
1.791491,13,18.44231,0
1.532477,10,13,1
2.69617,17,14.62179,1
2.186612,12,18.13461,1
1.978276,16,11.44231,0
1.02499,6,11.90385,1
3.576036,17,9.660257,0
1.471526,12,17.48077,0
.6205243,12,9.679487,1
2.385226,15,18.17308,0
1.484382,12,11,0
1.760132,14,12.13461,0
1.007052,16,8.634616,0
1.649144,9,13.47436,0
1.115744,8,2.320513,0
1.078004,13,11.51923,0
1.530736,12,13.82692,0
1.430455,12,6.993589,0
3.656079,13,18,0
1.667311,10,13.99359,0
1.479245,12,10.92308,0
1.758959,12,11.23077,0
1.024545,17,11.07692,0
2.449115,12,12.36539,0
1.144253,10,2.788462,0
2.312997,18,17.85898,0
2.204533,18,17.91667,0
.9432975,12,12.48077,0
2.452586,16,17.91667,0
1.940836,16,13.04487,0
1.223112,12,13.39103,1
1.743372,13,7.423077,1
2.385967,18,15.13462,1
1.42033,12,8.608974,0
1.765657,12,6.25,0
1.392715,12,10.66026,0
1.486205,12,9.730769,0
1.670116,11,11.50641,0
2.202414,18,12.19231,0
1.777977,12,14.92949,0
3.656079,13,14.36539,0
1.955753,12,11.34615,0
1.506043,13,18.37179,0
1.207312,12,9.057693,0
1.105033,12,16.19231,1
1.431935,11,16.48077,1
1.181994,14,7.967949,1
1.439598,12,10.01923,1
1.392715,16,4.737179,0
2.551481,18,14.80769,1
1.916259,12,18.48077,0
1.680897,12,12.75,1
2.014366,17,16.97436,1
2.309006,12,7.141026,1
.9196296,17,3.576923,1
1.260325,14,15.9359,1
1.392715,7,9.416667,1
1.615858,12,12.89744,1
1.298404,12,17.29487,1
1.169571,12,10.16667,1
1.426447,11,9.423077,1
1.615858,12,10.51923,1
1.287354,11,16.94231,1
1.862719,12,16.39744,1
1.206385,12,15.83333,1
1.164752,12,16.08333,1
1.887411,12,18.5,1
1.74899,12,18.09615,1
2.085862,8,8.230769,1
1.115744,12,11,1
1.441505,12,15.40385,1
1.06421,12,15.37179,1
1.726326,9,14.75,1
.9862493,7,14.96154,1
2.060544,12,10.36539,1
1.506043,12,11.64103,1
.9922369,12,15.5,0
1.207312,12,6.391026,0
1.488025,12,15.23077,1
1.392715,16,12.82692,0
1.09161,11,19.6282,1
1.685384,12,11.75,1
.9922369,18,21.75,1
1.392715,12,10.5,1
1.376585,17,8.096154,1
1.207312,9,5.833333,0
2.258975,12,17.11539,0
1.320144,11,13.46154,1
1.655079,12,13.99359,1
1.804824,18,12.74359,0
1.351893,11,11.36539,1
2.599763,13,16.88461,1
1.952331,16,13.21154,1
2.166656,18,12.87821,0
1.990452,18,10.66667,1
.8818893,11,6,1
1.230196,12,9.076923,1
1.449095,14,13.83333,1
1.511386,9,6.102564,1
2.834917,16,19.92949,1
2.017583,15,16.11539,1
1.532477,12,14.80769,1
1.662742,9,11.6859,1
2.857358,16,16.84615,1
1.952331,11,16.82051,1
1.169571,14,13.60256,1
1.179521,11,12.69231,1
2.229096,12,15.70513,1
2.698883,12,15.41667,0
1.392715,13,8.961538,0
2.05127,12,17.55769,0
2.084861,12,16.42308,0
1.83097,12,11.70513,0
2.435109,14,18,0
1.343524,12,17.59615,0
2.006819,16,8.564102,0
1.306402,13,14.59615,0
1.431935,12,18.67307,0
1.929208,16,13.73077,0
1.298481,11,10,0
1.535949,12,20.33333,0
1.495271,12,5.910256,0
1.661214,11,13.32692,0
1.837401,12,7.73718,0
1.758746,12,7.070513,0
2.026752,12,12.46154,0
1.929208,12,13.69872,0
1.09161,13,.7948718,0
1.430455,12,7.532052,0
1.724892,12,8.608974,0
1.500672,12,6.166667,0
2.293689,12,17.5,0
2.309006,12,16.57051,0
1.952331,12,10.69231,0
3.076146,12,19.94872,0
2.278959,16,13.57692,0
1.818867,12,16.80769,0
2.557739,14,14.60897,0
2.031405,12,16.53846,0
1.680435,17,24.23718,0
3.576036,16,14.26923,0
1.392715,12,14.52564,0
1.248844,12,13.62179,1
1.963694,16,14.98077,1
1.615858,17,15.29487,1
2.230828,15,8.378205,1
2.404316,13,15.63462,1
1.79818,14,14.30128,0
1.676389,16,5.5,0
2.863809,17,15.66667,0
2.451893,13,16,0
2.402131,13,20.58333,0
1.755968,12,18.82692,0
1.143012,6,4.019231,1
.4459648,11,2.115385,1
1.574325,15,7.570513,0
2.164673,18,15,0
1.029977,10,7.807692,1
1.824497,16,6.044872,0
1.612777,12,12.65385,0
1.169571,7,15.80769,0
1.872668,14,13.84615,0
1.353974,16,10.17308,0
2.566435,18,16.39744,0
1.97939,17,9.653847,0
1.03604,12,.7115384,0
2.634561,17,14.83333,0
1.422273,0,15.69872,0
1.225479,6,9.185897,0
1.392715,12,9.185898,0
1.77252,17,16.71154,0
.8818893,11,4.038462,0
1.450984,12,14.33333,1
1.583335,12,14.08333,1
1.03604,12,5.525641,1
1.404111,12,4.365385,1
1.79551,12,15.16667,1
1.79818,13,7.628205,1
.9740042,12,10.26923,0
2.451893,16,18.47436,1
1.511386,9,17.42949,1
1.287354,12,14.15385,1
.7985071,10,4.352564,1
1.883746,12,13.66026,1
1.078004,12,6.839744,1
1.664566,9,5.019231,1
.9082066,18,16.07692,0
2.023986,18,18.83333,0
1.549718,12,12.83333,1
1.549718,12,11.05769,1
2.269849,12,12.27564,0
1.392715,12,7.038462,0
.9495477,10,3.826923,0
1.558229,7,15.96154,1
2.586637,16,14.25,0
2.71073,17,13.25,1
1.029977,12,.8846154,1
1.447203,12,10.24359,0
1.615858,13,14.48077,0
1.707857,12,11.98718,0
2.661913,16,12.70513,0
1.341422,12,18.85897,0
.8951342,12,11.16026,1
1.968204,12,10.59615,1
